MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,Threeseasonporch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YearSold,SaleType,SaleCondition,LivLotRatio,Spaciousness,TotalOutsideSF,Bldg_Duplex,Bldg_OneFam,Bldg_Twnhs,Bldg_TwnhsE,Bldg_TwoFmCon,PorchTypes
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60.0,11100.0,Pave,No_Alley_Access,Regular,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Below_Average,Good,1946,2006,Gable,CompShg,MetalSd,MetalSd,,0.0,Typical,Typical,CBlock,No_Basement,No_Basement,No_Basement,No_Basement,5.0,No_Basement,0.0,0.0,0.0,GasA,Excellent,Y,SBrkr,930.0,0.0,0.0,930.0,0,0,1,0,2,1,Good,6,Typ,0,No_Fireplace,Detchd,Unf,1,308.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,4,2010,WD ,Abnorml,0.08378378378378379,155.0,0.0,0.0,930.0,0.0,0.0,0.0,0
Two_Story_1946_and_Newer,Residential_Low_Density,77.0,9206.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,Good,Typical,CBlock,Good,Typical,No,Unf,7.0,Unf,0.0,741.0,741.0,GasA,Typical,Y,SBrkr,977.0,755.0,0.0,1732.0,0,0,2,1,3,1,Good,7,Typ,1,Typical,Attchd,Fin,2,476.0,Typical,Typical,Paved,192.0,46.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,6,2010,WD ,Normal,0.18813817075820116,247.42857142857142,238.0,0.0,1732.0,0.0,0.0,0.0,2
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,83.0,11980.0,Pave,No_Alley_Access,Regular,Low,AllPub,Inside,Mod,Sawyer_West,Norm,Norm,OneFam,One_Story,Good,Average,1987,1987,Gable,CompShg,Plywood,Plywood,BrkFace,177.0,Good,Typical,CBlock,Good,Typical,Gd,GLQ,3.0,Unf,0.0,0.0,1433.0,GasA,Excellent,Y,SBrkr,1433.0,0.0,0.0,1433.0,1,0,1,1,1,1,Good,4,Typ,2,Typical,Attchd,RFn,2,528.0,Good,Good,Paved,0.0,278.0,0.0,0.0,266.0,0.0,No_Pool,Minimum_Privacy,,0.0,6,2010,WD ,Normal,0.1196160267111853,358.25,544.0,0.0,1433.0,0.0,0.0,0.0,2
Two_Story_1946_and_Newer,Residential_Low_Density,87.0,12361.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Sawyer_West,Norm,Norm,OneFam,Two_Story,Above_Average,Good,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,85.0,Good,Good,PConc,Good,Typical,No,GLQ,3.0,Unf,0.0,86.0,946.0,GasA,Excellent,Y,SBrkr,964.0,838.0,0.0,1802.0,0,1,2,1,3,1,Good,8,Typ,1,Good,More_Than_Two_Types,RFn,4,1017.0,Typical,Typical,Paved,450.0,92.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,5,2010,WD ,Normal,0.1457810856726802,225.25,542.0,0.0,1802.0,0.0,0.0,0.0,2
Two_Story_1946_and_Newer,Residential_Low_Density,80.0,9938.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,OneFam,Two_Story,Good,Average,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,Good,Typical,PConc,Good,Typical,No,GLQ,3.0,Unf,0.0,300.0,1050.0,GasA,Excellent,Y,SBrkr,1062.0,887.0,0.0,1949.0,1,0,2,1,3,1,Good,8,Typ,1,Typical,Attchd,Fin,2,574.0,Typical,Typical,Paved,156.0,90.0,0.0,0.0,0.0,0.0,No_Pool,Good_Privacy,,0.0,6,2010,WD ,Normal,0.19611591869591466,243.625,246.0,0.0,1949.0,0.0,0.0,0.0,2
Split_Foyer,Residential_Low_Density,73.0,9069.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,OneFam,SFoyer,Above_Average,Above_Average,1992,1992,Gable,CompShg,HdBoard,HdBoard,,0.0,Typical,Typical,PConc,Good,Typical,Av,GLQ,3.0,Unf,0.0,189.0,936.0,GasA,Excellent,Y,SBrkr,996.0,0.0,0.0,996.0,1,0,1,0,2,1,Good,5,Typ,0,No_Fireplace,Attchd,Unf,2,564.0,Typical,Typical,Paved,120.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,4,2010,WD ,Normal,0.10982467747270923,199.2,120.0,0.0,996.0,0.0,0.0,0.0,1
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,64.0,10475.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Very_Good,Average,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Good,Typical,PConc,Good,Typical,Av,Unf,7.0,Unf,0.0,1694.0,1694.0,GasA,Excellent,Y,SBrkr,1694.0,0.0,0.0,1694.0,0,0,2,0,3,1,Good,7,Typ,0,No_Fireplace,Attchd,RFn,3,776.0,Typical,Typical,Paved,160.0,33.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,2,2010,WD ,Normal,0.1617183770883055,242.0,193.0,0.0,1694.0,0.0,0.0,0.0,2
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,64.0,6762.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Good,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,24.0,Good,Typical,PConc,Good,Typical,Av,GLQ,3.0,Unf,0.0,501.0,1187.0,GasA,Excellent,Y,SBrkr,1208.0,0.0,0.0,1208.0,1,0,2,0,2,1,Good,6,Typ,0,No_Fireplace,Attchd,RFn,2,632.0,Typical,Typical,Paved,105.0,61.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,2,2010,WD ,Normal,0.17864537119195503,201.33333333333334,166.0,0.0,1208.0,0.0,0.0,0.0,2
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,94.0,10402.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Good,Average,2009,2009,Gable,CompShg,VinylSd,VinylSd,,0.0,Typical,Typical,PConc,Good,Typical,No,Unf,7.0,Unf,0.0,1226.0,1226.0,GasA,Excellent,Y,SBrkr,1226.0,0.0,0.0,1226.0,0,0,2,0,3,1,Good,6,Typ,0,No_Fireplace,Attchd,RFn,3,740.0,Typical,Typical,Paved,0.0,36.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,5,2010,WD ,Normal,0.1178619496250721,204.33333333333334,36.0,0.0,1226.0,0.0,0.0,0.0,1
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,64.0,7360.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Good,Average,2010,2010,Gable,CompShg,VinylSd,VinylSd,Stone,80.0,Good,Typical,PConc,Good,Typical,No,GLQ,3.0,Unf,0.0,1198.0,1222.0,GasA,Excellent,Y,SBrkr,1222.0,0.0,0.0,1222.0,0,0,2,0,2,1,Good,6,Typ,0,No_Fireplace,Attchd,RFn,2,615.0,Typical,Typical,Paved,0.0,54.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,3,2010,WD ,Normal,0.16603260869565217,203.66666666666666,54.0,0.0,1222.0,0.0,0.0,0.0,1
Two_Story_1946_and_Newer,Residential_Low_Density,90.0,12376.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Sawyer_West,Norm,Norm,OneFam,Two_Story,Good,Average,1990,1990,Hip,CompShg,Plywood,Plywood,,0.0,Typical,Typical,PConc,Good,Typical,Mn,GLQ,3.0,Unf,0.0,203.0,1673.0,GasA,Good,Y,SBrkr,1699.0,1523.0,0.0,3222.0,1,0,3,0,5,1,Good,11,Typ,2,Typical,Attchd,Unf,3,594.0,Typical,Typical,Paved,367.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,5,2010,WD ,Normal,0.2603425985778927,292.90909090909093,367.0,0.0,3222.0,0.0,0.0,0.0,1
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,82.0,14235.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,Very_Good,1900,1993,Gable,CompShg,Wd Sdng,Plywood,,0.0,Typical,Typical,PConc,Fair,Good,No,Unf,7.0,Unf,0.0,676.0,676.0,GasA,Typical,Y,SBrkr,831.0,614.0,0.0,1445.0,0,0,2,0,3,1,Typical,6,Typ,0,No_Fireplace,Detchd,Unf,2,484.0,Typical,Typical,Dirt_Gravel,0.0,59.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,3,2010,WD ,Normal,0.10151036178433438,240.83333333333334,59.0,0.0,1445.0,0.0,0.0,0.0,1
Split_or_Multilevel,Residential_Low_Density,80.0,8816.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Clear_Creek,Norm,Norm,OneFam,SLvl,Above_Average,Good,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,80.0,Typical,Typical,CBlock,Typical,Typical,Av,GLQ,3.0,Unf,0.0,506.0,1010.0,GasA,Good,Y,SBrkr,1052.0,0.0,0.0,1052.0,1,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,Unf,2,440.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,Minimum_Privacy,,0.0,6,2010,WD ,Normal,0.11932849364791288,175.33333333333334,0.0,0.0,1052.0,0.0,0.0,0.0,0
Split_Foyer,Residential_Low_Density,82.0,11105.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,College_Creek,Norm,Norm,OneFam,SFoyer,Average,Average,1996,1996,Gable,CompShg,VinylSd,VinylSd,,0.0,Typical,Good,PConc,Good,Fair,Av,GLQ,3.0,Unf,0.0,0.0,870.0,GasA,Good,Y,SBrkr,965.0,0.0,0.0,965.0,1,0,1,0,2,1,Typical,4,Typ,0,No_Fireplace,Attchd,Unf,2,580.0,Good,Typical,Paved,71.0,0.0,0.0,0.0,0.0,0.0,No_Pool,Good_Privacy,,0.0,7,2010,WD ,Normal,0.08689779378658262,241.25,71.0,0.0,965.0,0.0,0.0,0.0,1
Two_Story_1946_and_Newer,Residential_Low_Density,0.0,9337.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Good,Average,1997,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,Typical,Typical,PConc,Good,Typical,No,ALQ,1.0,Unf,0.0,525.0,878.0,GasA,Excellent,Y,SBrkr,892.0,800.0,0.0,1692.0,0,0,2,1,3,1,Typical,8,Typ,1,Typical,Attchd,RFn,2,513.0,Typical,Typical,Paved,0.0,39.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,4,2010,WD ,Normal,0.1812145228660169,211.5,39.0,0.0,1692.0,0.0,0.0,0.0,1
Two_Story_1946_and_Newer,Residential_Low_Density,70.0,8750.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,Typical,Typical,PConc,Good,Typical,No,GLQ,3.0,Unf,0.0,299.0,804.0,GasA,Excellent,Y,SBrkr,804.0,878.0,0.0,1682.0,0,0,2,1,3,1,Good,7,Typ,0,No_Fireplace,Attchd,RFn,2,523.0,Typical,Typical,Paved,0.0,77.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,6,2010,WD ,Normal,0.19222857142857142,240.28571428571428,77.0,0.0,1682.0,0.0,0.0,0.0,1
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,38.0,15240.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,FR2,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,Very_Good,1977,2004,Gable,CompShg,CemntBd,CmentBd,,0.0,Good,Good,CBlock,Good,Typical,No,GLQ,3.0,Rec,688.0,140.0,1026.0,GasA,Excellent,Y,SBrkr,1026.0,0.0,0.0,1026.0,1,0,1,1,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,Unf,1,308.0,Typical,Typical,Paved,316.0,85.0,0.0,0.0,0.0,0.0,No_Pool,Minimum_Privacy,,0.0,6,2010,WD ,Normal,0.0673228346456693,205.2,401.0,0.0,1026.0,0.0,0.0,0.0,2
Two_Story_1946_and_Newer,Residential_Low_Density,0.0,10900.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,FR2,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Above_Average,Good,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,Typical,Typical,CBlock,Good,Typical,No,GLQ,3.0,Unf,0.0,311.0,689.0,GasA,Excellent,Y,SBrkr,689.0,703.0,0.0,1392.0,0,0,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,Fin,1,299.0,Typical,Typical,Paved,0.0,36.0,0.0,0.0,0.0,0.0,No_Pool,Minimum_Privacy,Shed,450.0,3,2010,WD ,Normal,0.12770642201834861,232.0,36.0,0.0,1392.0,0.0,0.0,0.0,1
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75.0,10650.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,Above_Average,1976,1976,Gable,CompShg,HdBoard,HdBoard,,0.0,Typical,Typical,CBlock,Typical,Good,Av,LwQ,4.0,ALQ,712.0,0.0,894.0,GasA,Typical,Y,SBrkr,894.0,0.0,0.0,894.0,1,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,Unf,1,308.0,Typical,Typical,Paved,365.0,0.0,0.0,0.0,0.0,0.0,No_Pool,Minimum_Privacy,,0.0,2,2010,WD ,Normal,0.08394366197183098,178.8,365.0,0.0,894.0,0.0,0.0,0.0,1
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,68.0,7480.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,Above_Average,1972,1972,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Typical,Typical,CBlock,Typical,Typical,Av,ALQ,1.0,Unf,0.0,396.0,876.0,GasA,Typical,Y,SBrkr,876.0,0.0,0.0,876.0,1,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,Unf,2,484.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,Minimum_Privacy,,0.0,6,2010,WD ,Normal,0.11711229946524064,175.2,0.0,0.0,876.0,0.0,0.0,0.0,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80.0,10389.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Very_Good,Average,2003,2003,Hip,CompShg,CemntBd,CmentBd,BrkFace,320.0,Good,Typical,PConc,Good,Typical,No,GLQ,3.0,Unf,0.0,296.0,1978.0,GasA,Excellent,Y,SBrkr,1978.0,0.0,0.0,1978.0,1,0,2,1,3,1,Good,8,Typ,1,Good,Attchd,RFn,3,850.0,Typical,Typical,Paved,188.0,25.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,5,2010,WD ,Normal,0.1903936856290307,247.25,213.0,0.0,1978.0,0.0,0.0,0.0,2
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0.0,11423.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Very_Good,Average,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,479.0,Good,Typical,PConc,Good,Typical,Av,GLQ,3.0,Unf,0.0,223.0,1581.0,GasA,Excellent,Y,SBrkr,1601.0,0.0,0.0,1601.0,1,0,2,0,3,1,Good,6,Typ,1,Typical,Attchd,RFn,2,670.0,Typical,Typical,Paved,180.0,0.0,0.0,0.0,0.0,0.0,No_Pool,Minimum_Privacy,Shed,2000.0,5,2010,WD ,Normal,0.14015582596515802,266.8333333333333,180.0,0.0,1601.0,0.0,0.0,0.0,1
Two_Story_1946_and_Newer,Residential_Low_Density,44.0,9548.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Good,Above_Average,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,223.0,Good,Typical,PConc,Good,Typical,No,GLQ,3.0,Unf,0.0,458.0,941.0,GasA,Excellent,Y,SBrkr,941.0,888.0,0.0,1829.0,1,0,2,1,3,1,Good,7,Typ,1,Typical,Attchd,RFn,2,613.0,Typical,Typical,Paved,192.0,39.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,1,2010,WD ,Normal,0.19155844155844157,261.2857142857143,231.0,0.0,1829.0,0.0,0.0,0.0,2
Two_Story_1946_and_Newer,Residential_Low_Density,75.0,9375.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Good,Average,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,Good,Typical,PConc,Good,Typical,No,Unf,7.0,Unf,0.0,1040.0,1040.0,GasA,Excellent,Y,SBrkr,1044.0,1054.0,0.0,2098.0,0,0,2,1,4,1,Good,9,Typ,1,Typical,Attchd,Fin,2,621.0,Typical,Typical,Paved,331.0,38.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,4,2010,WD ,Normal,0.22378666666666666,233.11111111111111,369.0,0.0,2098.0,0.0,0.0,0.0,2
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,48.0,12137.0,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,CulDSac,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Good,Average,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,Typical,Typical,PConc,Good,Typical,No,Unf,7.0,Unf,0.0,1649.0,1649.0,GasA,Excellent,Y,SBrkr,1661.0,0.0,0.0,1661.0,0,0,2,0,3,1,Good,6,Typ,0,No_Fireplace,Attchd,RFn,2,598.0,Typical,Typical,Paved,0.0,34.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,5,2010,WD ,Normal,0.13685424734283597,276.8333333333333,34.0,0.0,1661.0,0.0,0.0,0.0,1
One_Story_PUD_1946_and_Newer,Residential_Medium_Density,0.0,4435.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,TwnhsE,One_Story,Above_Average,Average,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Good,Typical,PConc,Good,Typical,Av,GLQ,3.0,Unf,0.0,176.0,848.0,GasA,Excellent,Y,SBrkr,848.0,0.0,0.0,848.0,1,0,1,0,1,1,Good,4,Typ,0,No_Fireplace,Attchd,Fin,2,420.0,Typical,Typical,Paved,140.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,4,2010,WD ,Normal,0.19120631341600902,212.0,140.0,0.0,0.0,0.0,848.0,0.0,1
One_Story_PUD_1946_and_Newer,Residential_Medium_Density,0.0,4426.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,TwnhsE,One_Story,Above_Average,Average,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Good,Typical,PConc,Good,Typical,Av,GLQ,3.0,Unf,0.0,186.0,848.0,GasA,Excellent,Y,SBrkr,848.0,0.0,0.0,848.0,1,0,1,0,1,1,Good,3,Typ,0,No_Fireplace,Attchd,RFn,2,420.0,Typical,Typical,Paved,160.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,5,2010,WD ,Normal,0.19159511974694984,282.6666666666667,160.0,0.0,0.0,0.0,848.0,0.0,1
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,48.0,10635.0,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,FR2,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Very_Good,Average,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,171.0,Good,Typical,PConc,Good,Typical,Av,BLQ,2.0,GLQ,972.0,315.0,1657.0,GasA,Excellent,Y,SBrkr,1668.0,0.0,0.0,1668.0,1,0,2,0,3,1,Good,8,Typ,1,Typical,Attchd,Fin,2,502.0,Typical,Typical,Paved,0.0,262.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,5,2010,WD ,Normal,0.15684062059238363,208.5,262.0,0.0,1668.0,0.0,0.0,0.0,1
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70.0,8400.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Good,Average,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,Good,Typical,PConc,Good,Typical,Av,GLQ,3.0,Unf,0.0,761.0,1473.0,GasA,Excellent,Y,SBrkr,1484.0,0.0,0.0,1484.0,1,0,2,0,3,1,Good,7,Typ,0,No_Fireplace,Attchd,RFn,2,606.0,Typical,Typical,Paved,0.0,35.0,0.0,144.0,0.0,0.0,No_Pool,No_Fence,,0.0,5,2010,WD ,Normal,0.17666666666666667,212.0,35.0,0.0,1484.0,0.0,0.0,0.0,1
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65.0,8773.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Good,Average,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,98.0,Good,Typical,PConc,Good,Typical,Av,GLQ,3.0,Unf,0.0,1390.0,1414.0,GasA,Excellent,Y,SBrkr,1414.0,0.0,0.0,1414.0,0,0,2,0,3,1,Good,6,Typ,0,No_Fireplace,Attchd,RFn,2,494.0,Typical,Typical,Paved,132.0,105.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,5,2010,WD ,Normal,0.1611763364869486,235.66666666666666,237.0,0.0,1414.0,0.0,0.0,0.0,2
One_Story_1945_and_Older,Residential_Low_Density,67.0,8777.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Mod,Edwards,Feedr,Norm,OneFam,One_Story,Fair,Above_Average,1945,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Typical,Good,CBlock,No_Basement,No_Basement,No_Basement,No_Basement,5.0,No_Basement,0.0,0.0,0.0,GasA,Typical,N,SBrkr,640.0,0.0,0.0,640.0,0,0,1,0,2,1,Typical,5,Min1,0,No_Fireplace,Detchd,Unf,1,240.0,Typical,Typical,Dirt_Gravel,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,4,2010,ConLD,Normal,0.07291785348068816,128.0,0.0,0.0,640.0,0.0,0.0,0.0,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,68.0,8842.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Average,Above_Average,1954,1954,Gable,CompShg,VinylSd,VinylSd,,0.0,Typical,Good,CBlock,Fair,Typical,No,Unf,7.0,Unf,0.0,381.0,381.0,GasA,Excellent,Y,SBrkr,992.0,0.0,0.0,992.0,0,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Detchd,Unf,1,319.0,Typical,Typical,Paved,60.0,0.0,56.0,0.0,0.0,0.0,No_Pool,Minimum_Privacy,,0.0,1,2010,Oth,Abnorml,0.11219181180728342,165.33333333333334,116.0,0.0,992.0,0.0,0.0,0.0,2
Duplex_All_Styles_and_Ages,Residential_Low_Density,75.0,9825.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,One_Story,Average,Average,1965,1965,Hip,CompShg,AsphShn,AsphShn,,0.0,Typical,Typical,CBlock,No_Basement,No_Basement,No_Basement,No_Basement,5.0,No_Basement,0.0,0.0,0.0,GasA,Typical,N,SBrkr,1664.0,0.0,0.0,1664.0,0,0,2,0,4,2,Typical,8,Typ,0,No_Fireplace,No_Garage,No_Garage,0,0.0,No_Garage,No_Garage,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,5,2010,WD ,Normal,0.16936386768447836,208.0,0.0,1664.0,0.0,0.0,0.0,0.0,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60.0,10044.0,Pave,No_Alley_Access,Slightly_Irregular,Low,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Average,Above_Average,1968,1968,Gable,CompShg,MetalSd,MetalSd,,0.0,Typical,Typical,CBlock,Good,Typical,Gd,ALQ,1.0,Unf,0.0,126.0,1196.0,GasA,Typical,Y,SBrkr,1196.0,0.0,0.0,1196.0,1,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,RFn,1,336.0,Typical,Typical,Paved,257.0,0.0,168.0,0.0,0.0,0.0,No_Pool,Minimum_Privacy,,0.0,6,2010,WD ,Normal,0.11907606531262445,199.33333333333334,425.0,0.0,1196.0,0.0,0.0,0.0,2
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,89.0,11792.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_and_Half_Fin,Below_Average,Average,1948,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7.0,Unf,0.0,744.0,744.0,GasA,Excellent,N,FuseF,792.0,328.0,0.0,1120.0,0,0,1,0,2,1,Fair,5,Typ,0,No_Fireplace,Detchd,Unf,2,480.0,Typical,Fair,Partial_Pavement,0.0,0.0,0.0,0.0,160.0,0.0,No_Pool,No_Fence,,0.0,6,2010,WD ,Abnorml,0.09497964721845319,224.0,160.0,0.0,1120.0,0.0,0.0,0.0,1
